Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
ISRO-1278,Isle Royale National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,175
ISRO-1279,Isle Royale National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,163
JOTR-1074,Joshua Tree National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,17
JOTR-1119,Joshua Tree National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Occasional,Migratory,Species of Concern,46
JOTR-1150,Joshua Tree National Park,Bird,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Occasional,Migratory,Threatened,45
JOTR-1160,Joshua Tree National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Occasional,Migratory,Species of Concern,112
JOTR-1187,Joshua Tree National Park,Bird,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Occasional,Vagrant,Species of Concern,15
JOTR-1213,Joshua Tree National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Vagrant,Species of Concern,132
JOTR-1220,Joshua Tree National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Migratory,Species of Concern,59
JOTR-1243,Joshua Tree National Park,Bird,Passeriformes,Mimidae,Toxostoma crissale,Crissal Thrasher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,64
JOTR-1317,Joshua Tree National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,62
JOTR-1341,Joshua Tree National Park,Bird,Piciformes,Picidae,Colaptes chrysoides,Gilded Flicker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,146
JOTR-1345,Joshua Tree National Park,Bird,Piciformes,Picidae,Melanerpes uropygialis,Gila Woodpecker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,82
JOTR-1353,Joshua Tree National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,61
JOTR-1354,Joshua Tree National Park,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,93
JOTR-1355,Joshua Tree National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Occasional,Vagrant,Species of Concern,169
JOTR-1360,Joshua Tree National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,Vagrant,Species of Concern,21
JOTR-1361,Joshua Tree National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Occasional,Migratory,Species of Concern,141
KATM-1073,Katmai National Park and Preserve,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,,Species of Concern,25
KEFJ-1258,Kenai Fjords National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Occasional,,Under Review,178
KOVA-1041,Kobuk Valley National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Breeder,Species of Concern,124
KOVA-1086,Kobuk Valley National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Occasional,,Species of Concern,134
KOVA-1095,Kobuk Valley National Park,Bird,Falconiformes,Falconidae,Falco columbarius,"Merlin, Pigeon Hawk",Approved,Present,Native,Occasional,,Species of Concern,122
KOVA-1127,Kobuk Valley National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Occasional,Breeder,Species of Concern,180
KOVA-1128,Kobuk Valley National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Occasional,Breeder,Species of Concern,152
KOVA-1154,Kobuk Valley National Park,Bird,Piciformes,Picidae,Picoides tridactylus,"Northern Three-Toed Woodpecker, Three-Toed Woodpecker",Approved,Present,Native,Occasional,Resident,Species of Concern,184
KOVA-1158,Kobuk Valley National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,,Species of Concern,142
LAVO-1053,Lassen Volcanic National Park,Mammal,Rodentia,Aplodontiidae,Aplodontia rufa californica,None,Approved,Present,Native,Occasional,Breeder,Species of Concern,170
LAVO-1127,Lassen Volcanic National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Migratory,Species of Concern,135
LAVO-1176,Lassen Volcanic National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,59
LAVO-1177,Lassen Volcanic National Park,Bird,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Approved,Present,Native,Occasional,Migratory,Species of Concern,104
LAVO-1216,Lassen Volcanic National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Present,Native,Occasional,Breeder,Species of Concern,66
LAVO-1221,Lassen Volcanic National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,Breeder,Species of Concern,73
LAVO-1241,Lassen Volcanic National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,,Species of Concern,116
MACA-1016,Mammoth Cave National Park,Mammal,Chiroptera,Vespertilionidae,Lasionycteris noctivagans,Silver-Haired Bat,Approved,Present,Native,Occasional,Resident,Species of Concern,198
MEVE-1101,Mesa Verde National Park,Bird,Accipitriformes,Cathartidae,Gymnogyps californianus,California Condor,Approved,Present,Native,Occasional,Vagrant,Endangered,4
MEVE-1102,Mesa Verde National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Native,Occasional,Migratory,Species of Concern,85
MEVE-1120,Mesa Verde National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,"American Black Swift, Black Swift",Approved,Present,Native,Occasional,Migratory,Species of Concern,139
MEVE-1143,Mesa Verde National Park,Bird,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Occasional,Migratory,Species of Concern,115
MEVE-1184,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,114
MEVE-1188,Mesa Verde National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,198
MEVE-1231,Mesa Verde National Park,Bird,Passeriformes,Mimidae,Oreoscoptes montanus,Sage Thrasher,Approved,Present,Native,Occasional,Migratory,Species of Concern,166
MEVE-1252,Mesa Verde National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern,178
MEVE-1257,Mesa Verde National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,Vagrant,Species of Concern,99
MEVE-1282,Mesa Verde National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Present,Native,Occasional,Migratory,Species of Concern,167
MEVE-1287,Mesa Verde National Park,Bird,Passeriformes,Tyrannidae,Myiarchus tyrannulus,Brown-Crested Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,195
MEVE-1299,Mesa Verde National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Occasional,Migratory,Species of Concern,11
MEVE-1300,Mesa Verde National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Migratory,Species of Concern,104
MEVE-1301,Mesa Verde National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Occasional,Migratory,Species of Concern,139
MORA-1246,Mount Rainier National Park,Bird,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Occasional,,Species of Concern,32
NOCA-1007,North Cascades National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Present,Native,Occasional,,Endangered,8
NOCA-1022,North Cascades National Park,Mammal,Carnivora,Ursidae,Ursus arctos horribilis,Grizzly Bear,Approved,Present,Native,Occasional,,Threatened,38
NOCA-1134,North Cascades National Park,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Occasional,Vagrant,Species of Concern,52
NOCA-1208,North Cascades National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Occasional,,Species of Concern,32
NOCA-1276,North Cascades National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,,Species of Concern,153
NOCA-1278,North Cascades National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,White Pelican,Approved,Present,Native,Occasional,Vagrant,Species of Concern,84
NOCA-1283,North Cascades National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Occasional,,Under Review,14
NOCA-1289,North Cascades National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Occasional,Vagrant,Species of Concern,79
NOCA-1297,North Cascades National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Occasional,,Species of Concern,25
OLYM-1347,Olympic National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,,Species of Concern,17
OLYM-1353,Olympic National Park,Bird,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Occasional,Breeder,Under Review,110
PEFO-1068,Petrified Forest National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk",Approved,Present,Native,Occasional,Migratory,Species of Concern,19
PEFO-1072,Petrified Forest National Park,Bird,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Occasional,Vagrant,In Recovery,10
PEFO-1074,Petrified Forest National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",Approved,Present,Native,Occasional,Vagrant,Species of Concern,122
PEFO-1084,Petrified Forest National Park,Bird,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Migratory,Species of Concern,164
PEFO-1090,Petrified Forest National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,Approved,Present,Native,Occasional,Vagrant,Species of Concern,130
PEFO-1096,Petrified Forest National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Occasional,Migratory,Species of Concern,191
PEFO-1108,Petrified Forest National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Present,Native,Occasional,Migratory,Species of Concern,110
PEFO-1115,Petrified Forest National Park,Bird,Charadriiformes,Scolopacidae,Numenius phaeopus,Whimbrel,Approved,Present,Native,Occasional,Migratory,Species of Concern,143
PEFO-1150,Petrified Forest National Park,Bird,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,Approved,Present,Native,Occasional,Vagrant,Species of Concern,48
PEFO-1151,Petrified Forest National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Occasional,Migratory,Species of Concern,57
PEFO-1157,Petrified Forest National Park,Bird,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Approved,Present,Native,Occasional,Migratory,Species of Concern,103
PEFO-1160,Petrified Forest National Park,Bird,Passeriformes,Emberizidae,Aimophila cassinii,Cassin's Sparrow,Approved,Present,Native,Occasional,,Species of Concern,172
PEFO-1168,Petrified Forest National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Occasional,Migratory,Species of Concern,42
PEFO-1177,Petrified Forest National Park,Bird,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,Approved,Present,Native,Occasional,,Species of Concern,25
PEFO-1188,Petrified Forest National Park,Bird,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,Approved,Present,Native,Occasional,Vagrant,Species of Concern,156
PEFO-1191,Petrified Forest National Park,Bird,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Occasional,Vagrant,Species of Concern,71
PEFO-1192,Petrified Forest National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",Approved,Present,Native,Occasional,Migratory,Species of Concern,200
PEFO-1194,Petrified Forest National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Occasional,Migratory,Species of Concern,62
PEFO-1226,Petrified Forest National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Occasional,Migratory,Species of Concern,41
PEFO-1235,Petrified Forest National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Occasional,Migratory,Species of Concern,38
PEFO-1241,Petrified Forest National Park,Bird,Passeriformes,Ptilogonatidae,Phainopepla nitens,Phainopepla,Approved,Present,Native,Occasional,,Species of Concern,200
PEFO-1266,Petrified Forest National Park,Bird,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,Approved,Present,Native,Occasional,Vagrant,Species of Concern,133
PEFO-1278,Petrified Forest National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,66
PEFO-1279,Petrified Forest National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Present,Native,Occasional,Migratory,Species of Concern,136
PEFO-1283,Petrified Forest National Park,Bird,Pelecaniformes,Ardeidae,Nycticorax nycticorax,"Black-Crowned Night Heron, Black-Crowned Night-Heron",Approved,Present,Native,Occasional,Migratory,Species of Concern,173
PEFO-1284,Petrified Forest National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Migratory,Species of Concern,58
PEFO-1285,Petrified Forest National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus occidentalis,Brown Pelican,Approved,Present,Native,Occasional,Vagrant,In Recovery,187
PEFO-1286,Petrified Forest National Park,Bird,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,Approved,Present,Native,Occasional,Migratory,Species of Concern,54
PEFO-1290,Petrified Forest National Park,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Occasional,,Species of Concern,28
PEFO-1295,Petrified Forest National Park,Bird,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Approved,Present,Native,Occasional,Resident,Species of Concern,45
PEFO-1297,Petrified Forest National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Approved,Present,Native,Occasional,Migratory,Species of Concern,55
PEFO-1553,Petrified Forest National Park,Vascular Plant,Caryophyllales,Cactaceae,Sclerocactus papyracanthus,Paperspine Fishhook Cactus,Approved,Present,Native,Occasional,,Species of Concern,155
PINN-1065,Pinnacles National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Occasional,Migratory,Species of Concern,67
PINN-1079,Pinnacles National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Present,Native,Occasional,Migratory,Species of Concern,176
PINN-1085,Pinnacles National Park,Bird,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,Approved,Present,Native,Occasional,Migratory,Species of Concern,15
PINN-1127,Pinnacles National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Occasional,,Species of Concern,121
PINN-1149,Pinnacles National Park,Bird,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,Approved,Present,Native,Occasional,Breeder,Species of Concern,54
PINN-1211,Pinnacles National Park,Bird,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Occasional,Migratory,Species of Concern,163
PINN-1213,Pinnacles National Park,Bird,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Occasional,Migratory,Species of Concern,190
PINN-1264,Pinnacles National Park,Amphibian,Anura,Scaphiopodidae,Spea hammondii,Western Spadefoot,Approved,Present,Native,Occasional,Breeder,Under Review,162
REDW-1049,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Sei Whale,Approved,Present,Native,Occasional,Migratory,Endangered,4
REDW-1050,Redwood National Park,Mammal,Cetacea,Balaenopteridae,Balaenoptera musculus,Blue Whale,Approved,Present,Native,Occasional,Migratory,Endangered,8
